Entity,Code,Year,"Literacy rate, adult male (% of males ages 15 and above)"
Latin America & Caribbean (excluding high income),,2011,92.6727676391602
Latin America & Caribbean (excluding high income),,2012,92.7919692993164
Latin America & Caribbean (excluding high income),,2013,92.8410720825195
Latin America & Caribbean (excluding high income),,2014,93.2543334960938
Latin America & Caribbean (excluding high income),,2015,93.470817565918
Latin America & Caribbean (excluding high income),,2016,93.9495391845703
Latin America & Caribbean (excluding high income),,2017,94.0773010253906
Latin America & Caribbean (excluding high income),,2018,94.1875610351563
Latin America & Caribbean (excluding high income),,2019,94.6098403930664
Latvia,LVA,1989,99.7543334960938
Latvia,LVA,2000,99.793342590332
Latvia,LVA,2011,99.881103515625
Latvia,LVA,2018,99.8683700561523
Least developed countries: UN classification,,1981,51.368579864502
Least developed countries: UN classification,,1982,51.7291107177734
Least developed countries: UN classification,,1983,52.0582504272461
Least developed countries: UN classification,,1984,52.4452285766602
Least developed countries: UN classification,,1985,52.816219329834
Least developed countries: UN classification,,1986,53.089900970459
Least developed countries: UN classification,,1987,53.4775199890137
Least developed countries: UN classification,,1988,54.5656318664551
Least developed countries: UN classification,,1989,55.1119384765625
Least developed countries: UN classification,,1990,55.5041999816895
Least developed countries: UN classification,,1991,55.4847412109375
Least developed countries: UN classification,,1992,55.9954109191895
Least developed countries: UN classification,,1993,56.3391914367676
Least developed countries: UN classification,,1994,57.0550498962402
Least developed countries: UN classification,,1995,57.6206703186035
Least developed countries: UN classification,,1996,57.9634284973145
Least developed countries: UN classification,,1997,58.5284118652344
Least developed countries: UN classification,,1998,60.1079406738281
Least developed countries: UN classification,,1999,60.8722686767578
Least developed countries: UN classification,,2000,61.0435905456543
Least developed countries: UN classification,,2001,61.3260307312012
Least developed countries: UN classification,,2002,62.567741394043
Least developed countries: UN classification,,2003,63.1986503601074
Least developed countries: UN classification,,2004,64.5276336669922
Least developed countries: UN classification,,2005,63.9464912414551
Least developed countries: UN classification,,2006,62.9112396240234
Least developed countries: UN classification,,2007,61.689769744873
Least developed countries: UN classification,,2008,64.2378234863281
Least developed countries: UN classification,,2009,64.8137969970703
Least developed countries: UN classification,,2010,65.1309432983398
Least developed countries: UN classification,,2011,65.074836730957
Least developed countries: UN classification,,2012,65.6303634643555
Least developed countries: UN classification,,2013,66.7531967163086
Least developed countries: UN classification,,2014,67.4503402709961
Least developed countries: UN classification,,2015,68.4480590820313
Least developed countries: UN classification,,2016,70.2774276733398
Least developed countries: UN classification,,2017,70.7627487182617
Least developed countries: UN classification,,2018,71.1953735351563
Least developed countries: UN classification,,2019,71.6252822875977
Lebanon,LBN,2007,93.3789367675781
Lebanon,LBN,2009,94.2719497680664
Lebanon,LBN,2018,96.8546600341797
Lesotho,LSO,2000,79.9957809448242
Lesotho,LSO,2009,65.5219573974609
Lesotho,LSO,2014,67.7474670410156
Liberia,LBR,1984,44.8793182373047
Liberia,LBR,2007,60.7748107910156
Liberia,LBR,2017,62.6965599060059
Libya,LBY,1984,76.9926300048828
Libya,LBY,1994,87.7200012207031
Libya,LBY,2004,93.8499984741211
Lithuania,LTU,1989,99.2068099975586
Lithuania,LTU,2001,99.6431503295898
Lithuania,LTU,2011,99.794189453125
Low & middle income,,1975,69.6901626586914
Low & middle income,,1976,69.7776412963867
Low & middle income,,1977,70.0504531860352
Low & middle income,,1978,70.5858917236328
Low & middle income,,1979,71.0967788696289
Low & middle income,,1980,71.427116394043
Low & middle income,,1981,71.9573593139648
Low & middle income,,1982,72.5679702758789
Low & middle income,,1983,73.1135482788086
Low & middle income,,1984,73.6542510986328
Low & middle income,,1985,74.1493225097656
Low & middle income,,1986,74.6096267700195
Low & middle income,,1987,75.2454681396484
Low & middle income,,1988,76.9117584228516
Low & middle income,,1989,77.3297576904297
Low & middle income,,1990,77.4639663696289
Low & middle income,,1991,77.9742813110352
Low & middle income,,1992,78.6162109375
Low & middle income,,1993,79.1029281616211
Low & middle income,,1994,79.5023803710938
Low & middle income,,1995,79.866828918457
Low & middle income,,1996,80.2369079589844
Low & middle income,,1997,81.7807693481445
Low & middle income,,1998,83.3134918212891
Low & middle income,,1999,83.601676940918
Low & middle income,,2000,83.7342300415039
Low & middle income,,2001,83.9686584472656
Low & middle income,,2002,84.3714294433594
Low & middle income,,2003,84.9511795043945
Low & middle income,,2004,85.3694305419922
Low & middle income,,2005,85.3621673583984
Low & middle income,,2006,85.3960494995117
Low & middle income,,2007,85.5216522216797
Low & middle income,,2008,86.0474624633789
Low & middle income,,2009,86.2891082763672
Low & middle income,,2010,86.404899597168
Low & middle income,,2011,86.5135726928711
Low & middle income,,2012,87.0007934570313
Low & middle income,,2013,87.1763381958008
Low & middle income,,2014,87.4865798950195
Low & middle income,,2015,87.6155166625977
Low & middle income,,2016,88.046257019043
Low & middle income,,2017,88.1933822631836
Low & middle income,,2018,88.1667175292969
Low & middle income,,2019,88.3621826171875
Low income,,1988,56.6308784484863
Low income,,1989,57.0203895568848
Low income,,1990,57.4029884338379
Low income,,1991,57.4853210449219
Low income,,1992,57.7036209106445
Low income,,1993,57.9108200073242
Low income,,1994,58.304328918457
Low income,,1995,58.4564399719238
Low income,,1996,58.682071685791
Low income,,1997,59.2900505065918
Low income,,1998,59.9195709228516
Low income,,1999,60.4049911499023
Low income,,2000,60.3124885559082
Low income,,2001,60.8821907043457
Low income,,2002,62.6305885314941
Low income,,2003,62.8971214294434
Low income,,2004,64.7358627319336
Low income,,2005,63.6256484985352
Low income,,2006,61.8420715332031
Low income,,2007,62.8430213928223
Low income,,2008,63.1872406005859
Low income,,2009,63.7678108215332
Low income,,2010,63.9268417358398
Low income,,2011,65.3852005004883
Low income,,2012,65.7684478759766
Low income,,2013,66.6399307250977
Low income,,2014,66.9662094116211
Low income,,2015,67.2532196044922
Low income,,2016,67.6096878051758
Low income,,2017,68.1158905029297
Low income,,2018,68.3265609741211
Low income,,2019,68.6208114624023
Lower middle income,,1975,58.7202682495117
Lower middle income,,1976,58.7663116455078
Lower middle income,,1977,59.200080871582
Lower middle income,,1978,59.6217918395996
Lower middle income,,1979,60.0040092468262
Lower middle income,,1980,60.3696784973145
Lower middle income,,1981,60.3359298706055
Lower middle income,,1982,61.131950378418
Lower middle income,,1983,61.4524383544922
Lower middle income,,1984,61.8785705566406
Lower middle income,,1985,62.3098487854004
Lower middle income,,1986,62.7369613647461
Lower middle income,,1987,63.3911590576172
Lower middle income,,1988,64.463981628418
Lower middle income,,1989,65.0071792602539
Lower middle income,,1990,65.5070190429688
Lower middle income,,1991,65.6657333374023
Lower middle income,,1992,66.8449478149414
Lower middle income,,1993,67.6582870483398
Lower middle income,,1994,68.257942199707
Lower middle income,,1995,68.8053512573242
Lower middle income,,1996,69.3875503540039
Lower middle income,,1997,69.9184188842773
Lower middle income,,1998,73.4779968261719
Lower middle income,,1999,73.9624099731445
Lower middle income,,2000,74.076530456543
Lower middle income,,2001,74.3659515380859
Lower middle income,,2002,75.0155487060547
Lower middle income,,2003,75.9551315307617
Lower middle income,,2004,76.5588607788086
Lower middle income,,2005,76.4922714233398
Lower middle income,,2006,76.7654418945313
Lower middle income,,2007,76.417236328125
Lower middle income,,2008,77.5852813720703
Lower middle income,,2009,78.1658172607422
Lower middle income,,2010,78.5048828125
Lower middle income,,2011,78.492561340332
Lower middle income,,2012,79.2842407226563
Lower middle income,,2013,79.6625671386719
Lower middle income,,2014,80.1485977172852
Lower middle income,,2015,80.7964630126953
Lower middle income,,2016,81.3217697143555
Lower middle income,,2017,81.7474975585938
Lower middle income,,2018,82.108772277832
Lower middle income,,2019,82.4841918945313
Macao,MAC,1981,92.8096771240234
Macao,MAC,2001,95.2762069702148
Macao,MAC,2006,96.4699935913086
Macao,MAC,2011,97.7512893676758
Macao,MAC,2016,98.185920715332
Madagascar,MDG,2000,76.5383224487305
Madagascar,MDG,2005,63.3470687866211
Madagascar,MDG,2009,67.4173126220703
Madagascar,MDG,2012,75.0288696289063
Madagascar,MDG,2018,77.2751388549805
Malawi,MWI,1987,65.2795028686523
Malawi,MWI,1998,74.9264068603516
Malawi,MWI,2010,72.0976486206055
Malawi,MWI,2014,75.9792633056641
Malawi,MWI,2015,69.7539672851563
Malaysia,MYS,1980,78.1463317871094
Malaysia,MYS,1991,88.56298828125
Malaysia,MYS,2000,91.96923828125
Malaysia,MYS,2010,95.4337463378906
Malaysia,MYS,2016,96.2969970703125
Malaysia,MYS,2017,96.4991226196289
Malaysia,MYS,2018,96.123046875
Maldives,MDV,1977,82.4048461914063
Maldives,MDV,1985,92.114013671875
Maldives,MDV,1990,95.8971328735352
Maldives,MDV,1995,96.212272644043
Maldives,MDV,2006,98.3656921386719
Maldives,MDV,2014,98.5203399658203
Maldives,MDV,2016,97.2989273071289
Mali,MLI,1976,13.5129203796387
Mali,MLI,1998,26.7329692840576
Mali,MLI,2003,32.7000007629395
Mali,MLI,2006,34.8578910827637
Mali,MLI,2010,43.4006309509277
Mali,MLI,2011,43.5204696655273
Mali,MLI,2015,45.0659217834473
Mali,MLI,2018,46.184139251709
Malta,MLT,1985,86.5535430908203
Malta,MLT,1995,86.4302825927734
Malta,MLT,2005,91.1865768432617
Malta,MLT,2011,91.7926483154297
Malta,MLT,2018,93.0099716186523
Marshall Islands,MHL,2011,98.3250885009766
Mauritania,MRT,2000,59.5403289794922
Mauritania,MRT,2007,57.4043807983398
Mauritania,MRT,2017,63.7485504150391
Mauritius,MUS,1990,85.145751953125
Mauritius,MUS,2000,88.2278594970703
Mauritius,MUS,2011,91.9517211914063
Mauritius,MUS,2012,94.6524124145508
Mauritius,MUS,2013,94.0368881225586
Mauritius,MUS,2014,94.765380859375
Mauritius,MUS,2015,94.8611679077148
Mauritius,MUS,2016,95.4358596801758
Mauritius,MUS,2018,93.3573532104492
Mexico,MEX,1980,86.2426528930664
Mexico,MEX,1990,90.3473968505859
Mexico,MEX,2000,92.5593719482422
Mexico,MEX,2002,91.997802734375
Mexico,MEX,2004,92.4496078491211
Mexico,MEX,2005,93.1904067993164
Mexico,MEX,2006,93.9011993408203
Mexico,MEX,2007,94.4415130615234
Mexico,MEX,2008,94.5921630859375
Mexico,MEX,2009,94.9165725708008
Mexico,MEX,2010,94.3839416503906
Mexico,MEX,2011,94.7827682495117
Mexico,MEX,2012,95.3916320800781
Mexico,MEX,2013,95.1121063232422
Mexico,MEX,2014,95.6204681396484
Mexico,MEX,2015,95.5493316650391
Mexico,MEX,2016,95.8448181152344
Mexico,MEX,2017,95.8723678588867
Mexico,MEX,2018,96.2329025268555
Middle East & North Africa,,1973,57.0153999328613
Middle East & North Africa,,1974,57.4827308654785
Middle East & North Africa,,1975,57.9767189025879
Middle East & North Africa,,1976,58.2125587463379
Middle East & North Africa,,1977,59.0048713684082
Middle East & North Africa,,1978,59.6209602355957
Middle East & North Africa,,1979,60.2431182861328
Middle East & North Africa,,1980,60.9390983581543
Middle East & North Africa,,1981,61.5813903808594
Middle East & North Africa,,1982,62.2579383850098
Middle East & North Africa,,1983,62.6681900024414
Middle East & North Africa,,1984,63.5001411437988
Middle East & North Africa,,1985,64.399528503418
Middle East & North Africa,,1986,65.1441116333008
Middle East & North Africa,,1987,65.9079971313477
Middle East & North Africa,,1988,66.8791885375977
Middle East & North Africa,,1989,67.7317504882813
Middle East & North Africa,,1990,69.8040008544922
Middle East & North Africa,,1991,70.7643432617188
Middle East & North Africa,,1992,71.6029510498047
Middle East & North Africa,,1993,72.7575378417969
Middle East & North Africa,,1994,73.3865737915039
Middle East & North Africa,,1995,74.5169372558594
Middle East & North Africa,,1996,75.3487396240234
Middle East & North Africa,,1997,76.2682723999023
Middle East & North Africa,,1998,77.2463607788086
Middle East & North Africa,,1999,78.0412521362305
Middle East & North Africa,,2000,78.7580871582031
Middle East & North Africa,,2001,79.7025985717773
Middle East & North Africa,,2002,80.0408782958984
Middle East & North Africa,,2003,83.3970031738281
Middle East & North Africa,,2004,83.9262237548828
Middle East & North Africa,,2005,83.1007614135742
Middle East & North Africa,,2006,82.4838562011719
Middle East & North Africa,,2007,83.0651397705078
Middle East & North Africa,,2008,83.5257873535156
Middle East & North Africa,,2009,83.1452102661133
Middle East & North Africa,,2010,83.6138916015625
Middle East & North Africa,,2011,84.2983169555664
Middle East & North Africa,,2012,86.9505767822266
Middle East & North Africa,,2013,86.9663696289063
Middle East & North Africa,,2014,87.945671081543
Middle East & North Africa,,2015,86.0082778930664
Middle East & North Africa,,2016,86.8549880981445
Middle East & North Africa,,2017,87.3728637695313
Middle East & North Africa,,2018,85.0852203369141
Middle East & North Africa,,2019,85.3279418945313
Middle East & North Africa (IDA & IBRD),,1971,53.4352989196777
Middle East & North Africa (IDA & IBRD),,1972,53.9111099243164
Middle East & North Africa (IDA & IBRD),,1973,54.3847808837891
Middle East & North Africa (IDA & IBRD),,1974,54.8552513122559
Middle East & North Africa (IDA & IBRD),,1975,55.3590888977051
Middle East & North Africa (IDA & IBRD),,1976,55.561450958252
Middle East & North Africa (IDA & IBRD),,1977,56.3885116577148
Middle East & North Africa (IDA & IBRD),,1978,57.0227584838867
Middle East & North Africa (IDA & IBRD),,1979,57.6636199951172
Middle East & North Africa (IDA & IBRD),,1980,58.3952484130859
Middle East & North Africa (IDA & IBRD),,1981,59.0596809387207
Middle East & North Africa (IDA & IBRD),,1982,59.6735496520996
Middle East & North Africa (IDA & IBRD),,1983,60.0835800170898
Middle East & North Africa (IDA & IBRD),,1984,60.958438873291
Middle East & North Africa (IDA & IBRD),,1985,61.9397087097168
Middle East & North Africa (IDA & IBRD),,1986,62.7454299926758
Middle East & North Africa (IDA & IBRD),,1987,63.5747489929199
Middle East & North Africa (IDA & IBRD),,1988,64.5575790405273
Middle East & North Africa (IDA & IBRD),,1989,65.4150085449219
Middle East & North Africa (IDA & IBRD),,1990,67.7077789306641
Middle East & North Africa (IDA & IBRD),,1991,68.7223510742188
Middle East & North Africa (IDA & IBRD),,1992,69.7039794921875
Middle East & North Africa (IDA & IBRD),,1993,70.9395523071289
Middle East & North Africa (IDA & IBRD),,1994,71.5947494506836
Middle East & North Africa (IDA & IBRD),,1995,72.8329010009766
Middle East & North Africa (IDA & IBRD),,1996,73.6906127929688
Middle East & North Africa (IDA & IBRD),,1997,74.6548385620117
Middle East & North Africa (IDA & IBRD),,1998,75.5963134765625
Middle East & North Africa (IDA & IBRD),,1999,76.415771484375
Middle East & North Africa (IDA & IBRD),,2000,77.1799697875977
Middle East & North Africa (IDA & IBRD),,2001,78.1367721557617
Middle East & North Africa (IDA & IBRD),,2002,78.3220977783203
Middle East & North Africa (IDA & IBRD),,2003,82.3814468383789
Middle East & North Africa (IDA & IBRD),,2004,82.915901184082
Middle East & North Africa (IDA & IBRD),,2005,81.8335266113281
Middle East & North Africa (IDA & IBRD),,2006,80.9540863037109
Middle East & North Africa (IDA & IBRD),,2007,81.513542175293
Middle East & North Africa (IDA & IBRD),,2008,81.89013671875
Middle East & North Africa (IDA & IBRD),,2009,81.2922134399414
Middle East & North Africa (IDA & IBRD),,2010,81.7688293457031
Middle East & North Africa (IDA & IBRD),,2011,81.9284133911133
Middle East & North Africa (IDA & IBRD),,2012,85.1330718994141
Middle East & North Africa (IDA & IBRD),,2013,85.0096435546875
Middle East & North Africa (IDA & IBRD),,2014,86.1592025756836
Middle East & North Africa (IDA & IBRD),,2015,83.5442428588867
Middle East & North Africa (IDA & IBRD),,2016,84.6336364746094
Middle East & North Africa (IDA & IBRD),,2017,85.220588684082
Middle East & North Africa (IDA & IBRD),,2018,82.3123168945313
Middle East & North Africa (IDA & IBRD),,2019,82.6004333496094
Middle East & North Africa (excluding high income),,1971,53.7367286682129
Middle East & North Africa (excluding high income),,1972,54.2084083557129
Middle East & North Africa (excluding high income),,1973,54.6801490783691
Middle East & North Africa (excluding high income),,1974,55.1489410400391
Middle East & North Africa (excluding high income),,1975,55.649959564209
Middle East & North Africa (excluding high income),,1976,55.8510208129883
Middle East & North Africa (excluding high income),,1977,56.6710205078125
Middle East & North Africa (excluding high income),,1978,57.2994689941406
Middle East & North Africa (excluding high income),,1979,57.9346389770508
Middle East & North Africa (excluding high income),,1980,58.6602401733398
Middle East & North Africa (excluding high income),,1981,59.3199195861816
Middle East & North Africa (excluding high income),,1982,59.9299087524414
Middle East & North Africa (excluding high income),,1983,60.3378982543945
Middle East & North Africa (excluding high income),,1984,61.2067909240723
Middle East & North Africa (excluding high income),,1985,62.180908203125
Middle East & North Africa (excluding high income),,1986,62.9813995361328
Middle East & North Africa (excluding high income),,1987,63.8049583435059
Middle East & North Africa (excluding high income),,1988,64.7807083129883
Middle East & North Africa (excluding high income),,1989,65.6323318481445
Middle East & North Africa (excluding high income),,1990,67.9073181152344
Middle East & North Africa (excluding high income),,1991,68.9149627685547
Middle East & North Africa (excluding high income),,1992,69.8899536132813
Middle East & North Africa (excluding high income),,1993,71.1202011108398
Middle East & North Africa (excluding high income),,1994,71.7751083374023
Middle East & North Africa (excluding high income),,1995,73.007698059082
Middle East & North Africa (excluding high income),,1996,73.8630218505859
Middle East & North Africa (excluding high income),,1997,74.8176116943359
Middle East & North Africa (excluding high income),,1998,75.7623596191406
Middle East & North Africa (excluding high income),,1999,76.5788192749023
Middle East & North Africa (excluding high income),,2000,77.3395919799805
Middle East & North Africa (excluding high income),,2001,78.2901000976563
Middle East & North Africa (excluding high income),,2002,78.495849609375
Middle East & North Africa (excluding high income),,2003,82.5172119140625
Middle East & North Africa (excluding high income),,2004,83.0464630126953
Middle East & North Africa (excluding high income),,2005,81.977897644043
Middle East & North Africa (excluding high income),,2006,81.1109085083008
Middle East & North Africa (excluding high income),,2007,81.6686096191406
Middle East & North Africa (excluding high income),,2008,82.0430068969727
Middle East & North Africa (excluding high income),,2009,81.4565811157227
Middle East & North Africa (excluding high income),,2010,81.9327926635742
Middle East & North Africa (excluding high income),,2011,82.0949935913086
Middle East & North Africa (excluding high income),,2012,85.2711868286133
Middle East & North Africa (excluding high income),,2013,85.1527633666992
Middle East & North Africa (excluding high income),,2014,86.291633605957
Middle East & North Africa (excluding high income),,2015,83.7076721191406
Middle East & North Africa (excluding high income),,2016,84.7884521484375
Middle East & North Africa (excluding high income),,2017,85.371452331543
Middle East & North Africa (excluding high income),,2018,82.4979400634766
Middle East & North Africa (excluding high income),,2019,82.7857131958008
Middle income,,1975,70.8216171264648
Middle income,,1976,70.8962020874023
Middle income,,1977,71.1648406982422
Middle income,,1978,71.7140197753906
Middle income,,1979,72.2405166625977
Middle income,,1980,72.5610504150391
Middle income,,1981,73.0920486450195
Middle income,,1982,73.7084197998047
Middle income,,1983,74.2551193237305
Middle income,,1984,74.8001480102539
Middle income,,1985,75.2981262207031
Middle income,,1986,75.7675018310547
Middle income,,1987,76.4118499755859
Middle income,,1988,78.1596298217773
Middle income,,1989,78.5846786499023
Middle income,,1990,78.710693359375
Middle income,,1991,79.2594223022461
Middle income,,1992,79.9405364990234
Middle income,,1993,80.4584732055664
Middle income,,1994,80.872917175293
Middle income,,1995,81.2669372558594
Middle income,,1996,81.6538467407227
Middle income,,1997,83.2701110839844
Middle income,,1998,84.875846862793
Middle income,,1999,85.1640930175781
Middle income,,2000,85.3248825073242
Middle income,,2001,85.5512008666992
Middle income,,2002,85.8756866455078
Middle income,,2003,86.4918899536133
Middle income,,2004,86.8264465332031
Middle income,,2005,86.9158172607422
Middle income,,2006,87.0992889404297
Middle income,,2007,87.1830215454102
Middle income,,2008,87.7458190917969
Middle income,,2009,87.9867935180664
Middle income,,2010,88.1244888305664
Middle income,,2011,88.1537399291992
Middle income,,2012,88.6738891601563
Middle income,,2013,88.8196792602539
Middle income,,2014,89.1549835205078
Middle income,,2015,89.2985763549805
Middle income,,2016,89.7630310058594
Middle income,,2017,89.9085388183594
Middle income,,2018,89.8914031982422
Middle income,,2019,90.1096496582031
Moldova,MDA,1989,98.6140518188477
Moldova,MDA,2000,97.9776229858398
Moldova,MDA,2004,99.1103363037109
Moldova,MDA,2007,99.155517578125
Moldova,MDA,2009,99.3576278686523
Moldova,MDA,2010,99.3536529541016
Moldova,MDA,2012,99.3735885620117
Moldova,MDA,2014,99.6020126342773
Mongolia,MNG,2000,98.0167770385742
Mongolia,MNG,2010,98.1746978759766
Mongolia,MNG,2018,98.1860122680664
Montenegro,MNE,1981,96.3205337524414
Montenegro,MNE,1991,89.2820892333984
Montenegro,MNE,2003,99.3031921386719
Montenegro,MNE,2011,99.4312133789063
Montenegro,MNE,2018,99.4504699707031
Morocco,MAR,1982,43.7143898010254
Morocco,MAR,1994,55.1551704406738
Morocco,MAR,2004,65.7067565917969
Morocco,MAR,2008,68.3658599853516
Morocco,MAR,2009,68.9176177978516
Morocco,MAR,2011,76.0735778808594
Morocco,MAR,2012,80.3833618164063
Morocco,MAR,2018,83.3013534545898
Mozambique,MOZ,1980,43.7783317565918
Mozambique,MOZ,1997,54.8188781738281
Mozambique,MOZ,2003,65.5771026611328
Mozambique,MOZ,2009,67.3546981811523
Mozambique,MOZ,2015,70.7583923339844
Mozambique,MOZ,2017,72.5994491577148
Myanmar,MMR,1983,85.7883605957031
Myanmar,MMR,2000,93.9242630004883
Myanmar,MMR,2016,80.011589050293
Namibia,NAM,1991,77.8081207275391
Namibia,NAM,2001,86.5552291870117
Namibia,NAM,2007,74.3283462524414
Namibia,NAM,2011,88.631233215332
Namibia,NAM,2018,91.6274185180664
Nepal,NPL,1981,31.6727504730225
Nepal,NPL,1991,49.2200202941895
Nepal,NPL,2001,62.7080116271973
Nepal,NPL,2011,71.708381652832
Nepal,NPL,2018,78.5913391113281
New Caledonia,NCL,1976,92.1909408569336
New Caledonia,NCL,1989,94.044189453125
New Caledonia,NCL,1996,96.7847671508789
New Caledonia,NCL,2014,98.1399993896484
Nicaragua,NIC,2001,76.7604904174805
Nicaragua,NIC,2005,78.0964279174805
Nicaragua,NIC,2015,82.4385528564453
Niger,NER,2001,19.6400604248047
Niger,NER,2005,42.9273681640625
Niger,NER,2012,39.0586891174316
Niger,NER,2018,43.5940589904785
Nigeria,NGA,1991,67.6537399291992
Nigeria,NGA,2003,66.7674331665039
Nigeria,NGA,2006,76.1318664550781
Nigeria,NGA,2008,61.2540512084961
Nigeria,NGA,2018,71.2557067871094
North Korea,PRK,2008,99.9988784790039
North Macedonia,MKD,1994,97.2323532104492
North Macedonia,MKD,2002,98.2127838134766
North Macedonia,MKD,2014,98.8099975585938
Oman,OMN,2003,86.8623428344727
Oman,OMN,2008,89.9993209838867
Oman,OMN,2010,90.2430267333984
Oman,OMN,2014,94.9907379150391
Oman,OMN,2015,96.6328735351563
Oman,OMN,2016,96.6308288574219
Oman,OMN,2017,97.0238723754883
Oman,OMN,2018,96.9894180297852
Other small states,,1983,76.0124206542969
Other small states,,1984,76.2002563476563
Other small states,,1985,76.3781433105469
Other small states,,1986,76.604621887207
Other small states,,1987,76.9452972412109
Other small states,,1988,77.0126495361328
Other small states,,1989,77.4631805419922
Other small states,,1990,77.7742691040039
Other small states,,1991,78.1486282348633
Other small states,,1992,78.5897064208984
Other small states,,1993,79.0524597167969
Other small states,,1994,79.2957305908203
Other small states,,1995,79.6605606079102
Other small states,,1996,80.2177581787109
Other small states,,1997,80.7100372314453
Other small states,,1998,81.5161819458008
Other small states,,1999,81.9543533325195
Other small states,,2000,82.1176910400391
Other small states,,2001,82.8724365234375
Other small states,,2002,83.6384124755859
Other small states,,2003,84.2309036254883
Other small states,,2004,84.4395065307617
Other small states,,2005,85.0399017333984
Other small states,,2006,84.375862121582
Other small states,,2007,83.1307601928711
Other small states,,2008,84.3311767578125
Other small states,,2009,83.7303695678711
Other small states,,2010,84.3023529052734
Other small states,,2011,84.9811019897461
Other small states,,2012,85.1183013916016
Other small states,,2013,85.4763565063477
Other small states,,2014,85.834342956543
Other small states,,2015,87.6911468505859
Other small states,,2016,87.2325820922852
Other small states,,2017,87.3987274169922
Other small states,,2018,87.5514831542969
Other small states,,2019,87.7565994262695
Pacific island small states,,1990,89.607536315918
Pacific island small states,,1991,89.6448974609375
Pacific island small states,,1992,89.8521881103516
Pacific island small states,,1993,90.0667266845703
Pacific island small states,,1994,90.2847290039063
Pacific island small states,,1995,90.491081237793
Pacific island small states,,1996,90.6591415405273
Pacific island small states,,1997,90.8589401245117
Pacific island small states,,1998,91.0473709106445
Pacific island small states,,1999,91.2251205444336
Pacific island small states,,2000,91.3894424438477
Pacific island small states,,2001,91.5516891479492
Pacific island small states,,2002,91.6924285888672
Pacific island small states,,2003,91.8147583007813
Pacific island small states,,2004,91.9451293945313
Pacific island small states,,2005,92.0453414916992
Pacific island small states,,2006,92.1442108154297
Pacific island small states,,2007,92.2806091308594
Pacific island small states,,2008,92.4241104125977
Pacific island small states,,2009,92.5636520385742
Pacific island small states,,2010,92.7132720947266
Pacific island small states,,2011,92.8184204101563
Pacific island small states,,2012,92.9061737060547
Pacific island small states,,2013,92.9866714477539
Pacific island small states,,2014,93.0323486328125
Pacific island small states,,2015,93.0775680541992
Pacific island small states,,2016,93.1716003417969
Pacific island small states,,2017,93.2696075439453
Pacific island small states,,2018,93.2814178466797
Pakistan,PAK,1981,35.3806495666504
Pakistan,PAK,1998,55.2966117858887
Pakistan,PAK,2005,64.0604782104492
Pakistan,PAK,2006,67.6518402099609
Pakistan,PAK,2007,65.0049362182617
Pakistan,PAK,2008,68.866096496582
Pakistan,PAK,2009,68.6276168823242
Pakistan,PAK,2010,68.9006118774414
Pakistan,PAK,2011,66.9911422729492
Pakistan,PAK,2012,69.8582229614258
Pakistan,PAK,2013,68.6293411254883
Pakistan,PAK,2014,69.0668106079102
Pakistan,PAK,2017,71.1159973144531
Palau,PLW,1980,93.2873764038086
Palau,PLW,2013,99.4672088623047
Palau,PLW,2015,96.8127517700195
Palestine,PSE,1997,92.2435073852539
Palestine,PSE,2004,96.5427932739258
Palestine,PSE,2006,97.0798873901367
Palestine,PSE,2007,97.2372131347656
Palestine,PSE,2008,97.1439971923828
Palestine,PSE,2009,97.4312515258789
Palestine,PSE,2010,97.629020690918
Palestine,PSE,2011,97.8570022583008
Palestine,PSE,2012,98.1918029785156
Palestine,PSE,2013,98.3910903930664
Palestine,PSE,2014,98.4023132324219
Palestine,PSE,2015,98.4809036254883
Palestine,PSE,2016,98.6078414916992
Palestine,PSE,2018,98.6577606201172
Panama,PAN,1980,88.0965194702148
Panama,PAN,1990,89.3369598388672
Panama,PAN,2000,92.5479278564453
Panama,PAN,2010,94.7074127197266
Panama,PAN,2018,95.9689331054688
Papua New Guinea,PNG,2000,63.4452209472656
Papua New Guinea,PNG,2010,65.2900009155273
Paraguay,PRY,1982,81.0830688476563
Paraguay,PRY,1992,92.0001525878906
Paraguay,PRY,2002,93.8864974975586
Paraguay,PRY,2007,95.7123794555664
Paraguay,PRY,2008,94.1263198852539
Paraguay,PRY,2009,94.3677291870117
Paraguay,PRY,2010,94.8131484985352
Paraguay,PRY,2012,94.817253112793
Paraguay,PRY,2013,95.6661911010742
Paraguay,PRY,2014,95.8741226196289
Paraguay,PRY,2015,96.2543029785156
Paraguay,PRY,2016,95.4760589599609
Paraguay,PRY,2018,94.5114822387695
Peru,PER,1981,90.1435317993164
Peru,PER,1993,92.8510131835938
Peru,PER,2004,93.4607009887695
Peru,PER,2005,93.7183074951172
Peru,PER,2006,94.2258224487305
Peru,PER,2007,94.8570327758789
Peru,PER,2012,96.9501266479492
Peru,PER,2014,96.9489822387695
Peru,PER,2015,97.1063766479492
Peru,PER,2016,97.1884613037109
Peru,PER,2017,97.0397415161133
Peru,PER,2018,97.1213684082031
Philippines,PHL,1980,83.889289855957
Philippines,PHL,1990,93.9716873168945
Philippines,PHL,1994,93.3028564453125
Philippines,PHL,2000,92.5449981689453
Philippines,PHL,2003,91.6344909667969
Philippines,PHL,2008,95.0121307373047
Philippines,PHL,2013,96.0083389282227
