Entity,Code,Year,9.2.2 - Manufacturing employment as a proportion of total employment (%) - SL_TLF_MANF
Senegal,SEN,2019,12.9
Serbia,SRB,2004,18.8
Serbia,SRB,2005,18.2
Serbia,SRB,2006,19.7
Serbia,SRB,2007,19.7
Serbia,SRB,2008,17.2
Serbia,SRB,2009,17.2
Serbia,SRB,2010,17
Serbia,SRB,2011,17.2
Serbia,SRB,2012,17
Serbia,SRB,2013,17.1
Serbia,SRB,2014,15.9
Serbia,SRB,2015,16.1
Serbia,SRB,2016,16.5
Serbia,SRB,2017,17.1
Serbia,SRB,2018,18.3
Serbia,SRB,2019,18.7
Serbia,SRB,2020,18.7
Seychelles,SYC,2011,9.3
Seychelles,SYC,2014,6.8
Seychelles,SYC,2015,7.3
Seychelles,SYC,2016,7
Seychelles,SYC,2017,6.3
Seychelles,SYC,2018,5.4
Seychelles,SYC,2019,5.8
Seychelles,SYC,2020,5.9
Sierra Leone,SLE,2003,2.6
Sierra Leone,SLE,2014,2.8
Sierra Leone,SLE,2018,4.1
Singapore,SGP,2000,20.7
Singapore,SGP,2001,19.5
Singapore,SGP,2002,19
Singapore,SGP,2003,18.9
Singapore,SGP,2004,18.3
Singapore,SGP,2005,16.7
Singapore,SGP,2006,16.8
Singapore,SGP,2007,16.9
Singapore,SGP,2008,16.8
Singapore,SGP,2011,14.6
Singapore,SGP,2012,14.1
Singapore,SGP,2013,13.6
Singapore,SGP,2014,11.9
Singapore,SGP,2015,11.1
Singapore,SGP,2016,10.5
Singapore,SGP,2017,10.3
Singapore,SGP,2018,10.3
Singapore,SGP,2019,9.6
Singapore,SGP,2020,9.6
Slovakia,SVK,2000,25.8
Slovakia,SVK,2001,25.6
Slovakia,SVK,2002,27
Slovakia,SVK,2003,26.2
Slovakia,SVK,2004,26.9
Slovakia,SVK,2005,26.7
Slovakia,SVK,2006,26.5
Slovakia,SVK,2007,26.9
Slovakia,SVK,2008,26.3
Slovakia,SVK,2009,23.9
Slovakia,SVK,2010,22.9
Slovakia,SVK,2011,24.2
Slovakia,SVK,2012,24.5
Slovakia,SVK,2013,23.2
Slovakia,SVK,2014,23.3
Slovakia,SVK,2015,24.7
Slovakia,SVK,2016,24.5
Slovakia,SVK,2017,24.6
Slovakia,SVK,2018,24.5
Slovakia,SVK,2019,24.6
Slovakia,SVK,2020,25
Slovenia,SVN,2000,30.1
Slovenia,SVN,2001,30.4
Slovenia,SVN,2002,31.1
Slovenia,SVN,2003,29.5
Slovenia,SVN,2004,28.6
Slovenia,SVN,2005,29.2
Slovenia,SVN,2006,27.9
Slovenia,SVN,2007,27.4
Slovenia,SVN,2008,26.1
Slovenia,SVN,2009,24.2
Slovenia,SVN,2010,24.2
Slovenia,SVN,2011,23.1
Slovenia,SVN,2012,22.4
Slovenia,SVN,2013,22.4
Slovenia,SVN,2014,22.5
Slovenia,SVN,2015,23.4
Slovenia,SVN,2016,25.1
Slovenia,SVN,2017,25.2
Slovenia,SVN,2018,24.9
Slovenia,SVN,2019,25.6
Slovenia,SVN,2020,25.3
Small Island Developing States (SIDS),,2000,10.2
Small Island Developing States (SIDS),,2001,9.7
Small Island Developing States (SIDS),,2002,9.4
Small Island Developing States (SIDS),,2003,9.3
Small Island Developing States (SIDS),,2004,9.4
Small Island Developing States (SIDS),,2005,9.2
Small Island Developing States (SIDS),,2006,9.2
Small Island Developing States (SIDS),,2007,9.2
Small Island Developing States (SIDS),,2008,9.1
Small Island Developing States (SIDS),,2009,8.5
Small Island Developing States (SIDS),,2010,8.3
Small Island Developing States (SIDS),,2011,8.2
Small Island Developing States (SIDS),,2012,8.5
Small Island Developing States (SIDS),,2013,7.8
Small Island Developing States (SIDS),,2014,7.5
Small Island Developing States (SIDS),,2015,7.3
Small Island Developing States (SIDS),,2016,7.3
Small Island Developing States (SIDS),,2017,7.1
Small Island Developing States (SIDS),,2018,7
Small Island Developing States (SIDS),,2019,7
Small Island Developing States (SIDS),,2020,6.7
Solomon Islands,SLB,2013,5.5
Somalia,SOM,2019,11.4
South Africa,ZAF,2000,14.9
South Africa,ZAF,2001,15.5
South Africa,ZAF,2002,16.2
South Africa,ZAF,2003,15.5
South Africa,ZAF,2004,16.1
South Africa,ZAF,2005,15.6
South Africa,ZAF,2006,15.6
South Africa,ZAF,2007,15.1
South Africa,ZAF,2008,14.3
South Africa,ZAF,2009,13.8
South Africa,ZAF,2010,13.3
South Africa,ZAF,2011,13.3
South Africa,ZAF,2012,12.6
South Africa,ZAF,2013,12.2
South Africa,ZAF,2014,11.6
South Africa,ZAF,2015,11.2
South Africa,ZAF,2016,10.7
South Africa,ZAF,2017,11.1
South Africa,ZAF,2018,10.8
South Africa,ZAF,2019,10.8
South Africa,ZAF,2020,10.1
South America,,2000,13.5
South America,,2001,13.4
South America,,2002,13.1
South America,,2003,13
South America,,2004,13.3
South America,,2005,13.3
South America,,2006,13.3
South America,,2007,13.7
South America,,2008,13.6
South America,,2009,13.2
South America,,2010,12.8
South America,,2011,12.4
South America,,2012,12.4
South America,,2013,12.1
South America,,2014,12.1
South America,,2015,11.9
South America,,2016,11.3
South America,,2017,11.2
South America,,2018,11.1
South America,,2019,10.9
South America,,2020,10.7
South Korea,KOR,2000,20.2
South Korea,KOR,2001,19.7
South Korea,KOR,2002,19.1
South Korea,KOR,2003,18.9
South Korea,KOR,2004,18.3
South Korea,KOR,2005,17.9
South Korea,KOR,2006,17.4
South Korea,KOR,2007,17
South Korea,KOR,2008,16.7
South Korea,KOR,2009,16.2
South Korea,KOR,2010,16.8
South Korea,KOR,2011,16.8
South Korea,KOR,2012,16.6
South Korea,KOR,2013,16.9
South Korea,KOR,2014,17.1
South Korea,KOR,2015,17.5
South Korea,KOR,2016,17.3
South Korea,KOR,2017,17
South Korea,KOR,2018,16.8
South Korea,KOR,2019,16.3
South Korea,KOR,2020,16.2
South Korea,KOR,2021,15.9
South-eastern Asia,,2000,12.1
South-eastern Asia,,2001,12.3
South-eastern Asia,,2002,12.3
South-eastern Asia,,2003,12.3
South-eastern Asia,,2004,12.2
South-eastern Asia,,2005,12.8
South-eastern Asia,,2006,12.8
South-eastern Asia,,2007,12.7
South-eastern Asia,,2008,12.6
South-eastern Asia,,2009,12.5
South-eastern Asia,,2010,12.5
South-eastern Asia,,2011,12.5
South-eastern Asia,,2012,12.7
South-eastern Asia,,2013,12.8
South-eastern Asia,,2014,13.3
South-eastern Asia,,2015,13.6
South-eastern Asia,,2016,13.7
South-eastern Asia,,2017,14
South-eastern Asia,,2018,14.3
South-eastern Asia,,2019,14.3
South-eastern Asia,,2020,14.3
Southern Africa,,2000,14.4
Southern Africa,,2001,14.3
Southern Africa,,2002,14.3
Southern Africa,,2003,14.3
Southern Africa,,2004,14.2
Southern Africa,,2005,14.1
Southern Africa,,2006,13.9
Southern Africa,,2007,13.8
Southern Africa,,2008,13.7
Southern Africa,,2009,13.1
Southern Africa,,2010,12.7
Southern Africa,,2011,12.6
Southern Africa,,2012,12
Southern Africa,,2013,11.6
Southern Africa,,2014,11.1
Southern Africa,,2015,10.8
Southern Africa,,2016,10.4
Southern Africa,,2017,10.7
Southern Africa,,2018,10.4
Southern Africa,,2019,10.4
Southern Africa,,2020,9.8
Southern Asia,,2000,10.9
Southern Asia,,2001,11.1
Southern Asia,,2002,11.2
Southern Asia,,2003,11.5
Southern Asia,,2004,11.7
Southern Asia,,2005,12
Southern Asia,,2006,12
Southern Asia,,2007,11.9
Southern Asia,,2008,11.6
Southern Asia,,2009,11.7
Southern Asia,,2010,11.6
Southern Asia,,2011,12.2
Southern Asia,,2012,12.7
Southern Asia,,2013,12.7
Southern Asia,,2014,12.7
Southern Asia,,2015,12.9
Southern Asia,,2016,12.9
Southern Asia,,2017,12.9
Southern Asia,,2018,12.9
Southern Asia,,2019,12.9
Southern Asia,,2020,11.5
Southern Asia (excluding India),,2000,10.9
Southern Asia (excluding India),,2001,11.1
Southern Asia (excluding India),,2002,11.2
Southern Asia (excluding India),,2003,11.5
Southern Asia (excluding India),,2004,11.7
Southern Asia (excluding India),,2005,12
Southern Asia (excluding India),,2006,12
Southern Asia (excluding India),,2007,11.9
Southern Asia (excluding India),,2008,11.6
Southern Asia (excluding India),,2009,11.7
Southern Asia (excluding India),,2010,11.6
Southern Asia (excluding India),,2011,12.2
Southern Asia (excluding India),,2012,12.7
Southern Asia (excluding India),,2013,12.7
Southern Asia (excluding India),,2014,12.7
Southern Asia (excluding India),,2015,12.9
Southern Asia (excluding India),,2016,12.9
Southern Asia (excluding India),,2017,12.9
Southern Asia (excluding India),,2018,12.9
Southern Asia (excluding India),,2019,12.9
Southern Asia (excluding India),,2020,11.5
Southern Europe,,2000,20.3
Southern Europe,,2001,20.2
Southern Europe,,2002,19.9
Southern Europe,,2003,19.4
Southern Europe,,2004,18.9
Southern Europe,,2005,18.4
Southern Europe,,2006,18.1
Southern Europe,,2007,17.9
Southern Europe,,2008,16.9
Southern Europe,,2009,16.2
Southern Europe,,2010,15.7
Southern Europe,,2011,15.7
Southern Europe,,2012,15.5
Southern Europe,,2013,15.4
Southern Europe,,2014,15.5
Southern Europe,,2015,15.5
Southern Europe,,2016,15.5
Southern Europe,,2017,15.6
Southern Europe,,2018,15.8
Southern Europe,,2019,15.9
Southern Europe,,2020,16
Spain,ESP,2000,18.7
Spain,ESP,2001,18.8
Spain,ESP,2002,18.2
Spain,ESP,2003,17.6
Spain,ESP,2004,16.9
Spain,ESP,2005,16.4
Spain,ESP,2006,15.7
Spain,ESP,2007,15.1
Spain,ESP,2008,14.6
Spain,ESP,2009,13.3
Spain,ESP,2010,12.9
Spain,ESP,2011,12.8
Spain,ESP,2012,12.6
Spain,ESP,2013,12.4
Spain,ESP,2014,12.4
Spain,ESP,2015,12.5
Spain,ESP,2016,12.5
Spain,ESP,2017,12.7
Spain,ESP,2018,12.7
Spain,ESP,2019,12.6
Spain,ESP,2020,12.7
Sri Lanka,LKA,2002,16.5
Sri Lanka,LKA,2003,16.5
Sri Lanka,LKA,2004,16.9
Sri Lanka,LKA,2005,18.4
Sri Lanka,LKA,2006,19.2
Sri Lanka,LKA,2007,18.9
Sri Lanka,LKA,2008,19.1
Sri Lanka,LKA,2009,17.7
Sri Lanka,LKA,2010,17.1
Sri Lanka,LKA,2011,16.8
Sri Lanka,LKA,2012,17.7
Sri Lanka,LKA,2013,17.8
Sri Lanka,LKA,2014,18
Sri Lanka,LKA,2015,18
Sri Lanka,LKA,2016,17.9
Sri Lanka,LKA,2017,19.3
Sri Lanka,LKA,2018,18.3
Sri Lanka,LKA,2019,18.4
Sub-Saharan Africa,,2000,6.9
Sub-Saharan Africa,,2001,6.8
Sub-Saharan Africa,,2002,6.7
Sub-Saharan Africa,,2003,6.6
Sub-Saharan Africa,,2004,6.5
Sub-Saharan Africa,,2005,6.3
Sub-Saharan Africa,,2006,6.2
Sub-Saharan Africa,,2007,6.1
Sub-Saharan Africa,,2008,6
Sub-Saharan Africa,,2009,5.9
Sub-Saharan Africa,,2010,5.8
Sub-Saharan Africa,,2011,5.7
Sub-Saharan Africa,,2012,5.8
Sub-Saharan Africa,,2013,5.8
Sub-Saharan Africa,,2014,5.9
Sub-Saharan Africa,,2015,6
Sub-Saharan Africa,,2016,6
Sub-Saharan Africa,,2017,6
Sub-Saharan Africa,,2018,6
Sub-Saharan Africa,,2019,6
Sub-Saharan Africa,,2020,5.8
Sub-Saharan Africa (inc. Sudan),,2000,7
Sub-Saharan Africa (inc. Sudan),,2001,6.8
Sub-Saharan Africa (inc. Sudan),,2002,6.7
Sub-Saharan Africa (inc. Sudan),,2003,6.6
Sub-Saharan Africa (inc. Sudan),,2004,6.5
Sub-Saharan Africa (inc. Sudan),,2005,6.3
Sub-Saharan Africa (inc. Sudan),,2006,6.3
Sub-Saharan Africa (inc. Sudan),,2007,6.2
Sub-Saharan Africa (inc. Sudan),,2008,6.1
Sub-Saharan Africa (inc. Sudan),,2009,6
Sub-Saharan Africa (inc. Sudan),,2010,5.8
Sub-Saharan Africa (inc. Sudan),,2011,5.8
Sub-Saharan Africa (inc. Sudan),,2012,5.8
Sub-Saharan Africa (inc. Sudan),,2013,5.9
Sub-Saharan Africa (inc. Sudan),,2014,5.9
Sub-Saharan Africa (inc. Sudan),,2015,6
Sub-Saharan Africa (inc. Sudan),,2016,6
Sub-Saharan Africa (inc. Sudan),,2017,6.1
Sub-Saharan Africa (inc. Sudan),,2018,6.1
Sub-Saharan Africa (inc. Sudan),,2019,6.1
Sub-Saharan Africa (inc. Sudan),,2020,5.8
Sudan,SDN,2011,7.7
Suriname,SUR,2004,7
Suriname,SUR,2013,6.6
Suriname,SUR,2015,6.5
Sweden,SWE,2000,18
Sweden,SWE,2001,17.5
Sweden,SWE,2002,16.6
Sweden,SWE,2003,16.1
Sweden,SWE,2004,15.9
Sweden,SWE,2005,15.3
Sweden,SWE,2006,14.9
Sweden,SWE,2007,14.5
Sweden,SWE,2008,13.5
Sweden,SWE,2009,12.4
Sweden,SWE,2010,12
Sweden,SWE,2011,12
Sweden,SWE,2012,11.6
Sweden,SWE,2013,11.2
Sweden,SWE,2014,10.7
Sweden,SWE,2015,10.4
Sweden,SWE,2016,10.2
Sweden,SWE,2017,10.1
Sweden,SWE,2018,10
Sweden,SWE,2019,10
Sweden,SWE,2020,9.9
Switzerland,CHE,2000,16.4
Switzerland,CHE,2001,16.9
Switzerland,CHE,2002,15.9
Switzerland,CHE,2003,15.2
Switzerland,CHE,2004,14.9
Switzerland,CHE,2005,14.9
Switzerland,CHE,2006,14.9
Switzerland,CHE,2007,15
Switzerland,CHE,2008,14.2
Switzerland,CHE,2009,14.2
Switzerland,CHE,2010,13.9
Switzerland,CHE,2011,13.6
Switzerland,CHE,2012,13.2
Switzerland,CHE,2013,13.3
Switzerland,CHE,2014,13.1
Switzerland,CHE,2015,12.6
Switzerland,CHE,2016,12.5
Switzerland,CHE,2017,12.4
Switzerland,CHE,2018,12.4
Switzerland,CHE,2019,12.6
Switzerland,CHE,2020,12.3
Syria,SYR,2000,13.1
Syria,SYR,2001,13.6
Syria,SYR,2002,13.7
Syria,SYR,2003,13.2
Syria,SYR,2007,12.8
Syria,SYR,2008,16.2
Syria,SYR,2009,16.4
Syria,SYR,2010,16.5
Syria,SYR,2011,14.2
Tajikistan,TJK,2003,0.1
Tajikistan,TJK,2004,4.7
Tajikistan,TJK,2007,5.7
Tajikistan,TJK,2009,5.5
Tajikistan,TJK,2018,5.4
Tanzania,TZA,2001,1.6
Tanzania,TZA,2006,3.2
Tanzania,TZA,2014,3
Thailand,THA,2002,14.7
Thailand,THA,2003,14.7
Thailand,THA,2010,14.1
Thailand,THA,2011,13.3
Thailand,THA,2012,13.4
Thailand,THA,2013,14.1
Thailand,THA,2014,16.8
Thailand,THA,2015,17
Thailand,THA,2016,16.7
Thailand,THA,2017,16.3
Thailand,THA,2018,16.5
Thailand,THA,2019,16.3
Thailand,THA,2020,15.9
Timor,TLS,2010,3.2
Timor,TLS,2013,5.5
Timor,TLS,2016,7.2
Togo,TGO,2011,10.9
Togo,TGO,2015,8.4
Togo,TGO,2017,15.3
Tonga,TON,2003,24.7
Tonga,TON,2018,20.2
Trinidad and Tobago,TTO,2000,10.9
Trinidad and Tobago,TTO,2001,10.3
Trinidad and Tobago,TTO,2002,10.6
Trinidad and Tobago,TTO,2003,10.3
Trinidad and Tobago,TTO,2004,10.4
Trinidad and Tobago,TTO,2005,9.7
Trinidad and Tobago,TTO,2006,9.5
Trinidad and Tobago,TTO,2007,9.2
Trinidad and Tobago,TTO,2008,9.2
Trinidad and Tobago,TTO,2009,9
Trinidad and Tobago,TTO,2011,8.4
Trinidad and Tobago,TTO,2012,8.2
Trinidad and Tobago,TTO,2013,7.9
Trinidad and Tobago,TTO,2014,7.7
Trinidad and Tobago,TTO,2015,8.1
Trinidad and Tobago,TTO,2016,7.7
Tunisia,TUN,2005,19
Tunisia,TUN,2006,18.8
Tunisia,TUN,2007,18.8
Tunisia,TUN,2008,19.1
Tunisia,TUN,2009,17.7
Tunisia,TUN,2010,18.3
Tunisia,TUN,2011,18.4
Tunisia,TUN,2012,18.5
Tunisia,TUN,2013,18.8
Tunisia,TUN,2014,19
Tunisia,TUN,2015,18.6
Tunisia,TUN,2016,18.5
Tunisia,TUN,2017,18.3
Turkey,TUR,2000,16.9
Turkey,TUR,2001,16.6
Turkey,TUR,2002,17.5
Turkey,TUR,2003,17.3
Turkey,TUR,2004,19.1
Turkey,TUR,2005,19.9
Turkey,TUR,2006,19.9
Turkey,TUR,2007,19.7
Turkey,TUR,2008,19.9
Turkey,TUR,2009,18.2
Turkey,TUR,2010,18.7
Turkey,TUR,2011,18.1
Turkey,TUR,2012,17.8
Turkey,TUR,2013,18.2
Turkey,TUR,2014,19
Turkey,TUR,2015,18.7
Turkey,TUR,2016,18.1
Turkey,TUR,2017,17.6
Turkey,TUR,2018,18.2
Turkey,TUR,2019,18.4
Turkey,TUR,2020,18.9
Turks and Caicos Islands,TCA,2001,2.2
Turks and Caicos Islands,TCA,2002,1.4
Turks and Caicos Islands,TCA,2003,1.2
Turks and Caicos Islands,TCA,2004,1.3
Turks and Caicos Islands,TCA,2005,1.2
Turks and Caicos Islands,TCA,2006,0.8
Turks and Caicos Islands,TCA,2007,1.3
Turks and Caicos Islands,TCA,2008,1.4
Tuvalu,TUV,2016,3.7
Uganda,UGA,2003,6.1
Uganda,UGA,2005,4.1
Uganda,UGA,2009,5
Uganda,UGA,2012,5
Uganda,UGA,2013,4.4
Uganda,UGA,2017,8.2
Ukraine,UKR,2000,13.7
Ukraine,UKR,2009,13.5
Ukraine,UKR,2010,13.3
Ukraine,UKR,2011,13.1
Ukraine,UKR,2012,13.2
Ukraine,UKR,2013,12.6
Ukraine,UKR,2014,13
Ukraine,UKR,2015,12.6
Ukraine,UKR,2016,12.3
Ukraine,UKR,2017,12.4
United Arab Emirates,ARE,2000,11
United Arab Emirates,ARE,2005,8.1
United Arab Emirates,ARE,2008,8.7
United Arab Emirates,ARE,2016,6.2
United Arab Emirates,ARE,2017,4.9
United Arab Emirates,ARE,2018,10.6
United Arab Emirates,ARE,2019,9.2
United Arab Emirates,ARE,2020,8
United Kingdom,GBR,2000,16.9
United Kingdom,GBR,2001,16.3
United Kingdom,GBR,2002,15.5
United Kingdom,GBR,2003,14.8
United Kingdom,GBR,2004,13.5
United Kingdom,GBR,2005,13.2
United Kingdom,GBR,2006,12.9
United Kingdom,GBR,2007,12.8
United Kingdom,GBR,2008,11.3
United Kingdom,GBR,2009,9.7
United Kingdom,GBR,2010,9.8
United Kingdom,GBR,2011,9.8
United Kingdom,GBR,2012,9.8
United Kingdom,GBR,2013,9.8
United Kingdom,GBR,2014,9.8
United Kingdom,GBR,2015,9.6
United Kingdom,GBR,2016,9.5
United Kingdom,GBR,2017,9.2
United Kingdom,GBR,2018,8.9
United Kingdom,GBR,2019,9.1
United States,USA,2003,13
United States,USA,2004,12.5
United States,USA,2005,12.2
United States,USA,2006,12
United States,USA,2007,11.8
United States,USA,2008,11.6
United States,USA,2009,10.8
United States,USA,2010,10.7
United States,USA,2011,10.9
United States,USA,2012,11
United States,USA,2013,11
United States,USA,2014,10.7
United States,USA,2015,10.7
United States,USA,2016,10.6
United States,USA,2017,10.4
United States,USA,2018,10.4
United States,USA,2019,10.4
United States,USA,2020,10.1
United States,USA,2021,9.9
Uruguay,URY,2000,14.8
Uruguay,URY,2001,14.5
Uruguay,URY,2002,13.5
Uruguay,URY,2003,13.7
Uruguay,URY,2004,14
Uruguay,URY,2005,14.3
Uruguay,URY,2006,13.7
Uruguay,URY,2007,14
Uruguay,URY,2008,13.4
Uruguay,URY,2009,13.1
Uruguay,URY,2010,13
Uruguay,URY,2011,12.2
Uruguay,URY,2012,11.9
Uruguay,URY,2013,11.9
Uruguay,URY,2014,11.6
Uruguay,URY,2015,11.1
Uruguay,URY,2016,11.3
Uruguay,URY,2017,10.7
Uruguay,URY,2018,10.4
Uruguay,URY,2019,10.3
Uruguay,URY,2020,10.3
Uzbekistan,UZB,2010,11.5
Uzbekistan,UZB,2011,11.5
Uzbekistan,UZB,2012,11.4
Uzbekistan,UZB,2013,11.4
Uzbekistan,UZB,2014,11.3
Uzbekistan,UZB,2015,11.3
Uzbekistan,UZB,2016,11.3
Uzbekistan,UZB,2017,11.8
Uzbekistan,UZB,2018,12
Uzbekistan,UZB,2019,11.9
Vanuatu,VUT,2006,0.5
Vanuatu,VUT,2009,1.9
Vanuatu,VUT,2010,2.3
Vanuatu,VUT,2019,4.5
Venezuela,VEN,2000,13.3
Venezuela,VEN,2001,12.6
Venezuela,VEN,2002,11.7
Venezuela,VEN,2003,11.6
Venezuela,VEN,2004,11.3
Venezuela,VEN,2005,11.6
Venezuela,VEN,2006,12
Venezuela,VEN,2007,12.2
Venezuela,VEN,2008,11.9
Venezuela,VEN,2009,11.9
Venezuela,VEN,2010,11.5
Venezuela,VEN,2011,11.3
Venezuela,VEN,2012,11
Venezuela,VEN,2013,11.3
Venezuela,VEN,2016,11.6
Venezuela,VEN,2017,10.8
Vietnam,VNM,2000,9.2
Vietnam,VNM,2001,9.7
Vietnam,VNM,2002,10.1
Vietnam,VNM,2003,11
Vietnam,VNM,2004,11.7
Vietnam,VNM,2006,13.7
Vietnam,VNM,2007,13.8
Vietnam,VNM,2009,14.5
Vietnam,VNM,2010,14.3
Vietnam,VNM,2011,13.8
Vietnam,VNM,2012,13.8
Vietnam,VNM,2013,14
Vietnam,VNM,2014,14.4
Vietnam,VNM,2015,15.7
Vietnam,VNM,2016,16.7
Vietnam,VNM,2017,17.4
Vietnam,VNM,2018,17.9
Vietnam,VNM,2019,21.8
Vietnam,VNM,2020,22.8
Vietnam,VNM,2021,23.1
Western Africa,,2000,9.5
Western Africa,,2001,9.5
Western Africa,,2002,9.3
Western Africa,,2003,9.3
Western Africa,,2004,9.1
Western Africa,,2005,8.9
Western Africa,,2006,8.6
Western Africa,,2007,8.4
Western Africa,,2008,8.1
Western Africa,,2009,7.9
Western Africa,,2010,7.6
Western Africa,,2011,7.4
Western Africa,,2012,7.8
Western Africa,,2013,8.1
Western Africa,,2014,8.4
Western Africa,,2015,8.8
Western Africa,,2016,8.9
Western Africa,,2017,9.1
Western Africa,,2018,9.1
Western Africa,,2019,9.1
Western Africa,,2020,9
Western Asia,,2000,13.8
Western Asia,,2001,13.4
Western Asia,,2002,13.1
Western Asia,,2003,12.9
Western Asia,,2004,12.8
Western Asia,,2005,12.7
Western Asia,,2006,12.4
Western Asia,,2007,12.4
Western Asia,,2008,12.1
Western Asia,,2009,11.7
Western Asia,,2010,11.9
Western Asia,,2011,11.7
Western Asia,,2012,11.6
Western Asia,,2013,11.6
Western Asia,,2014,11.8
Western Asia,,2015,11.7
Western Asia,,2016,11.5
Western Asia,,2017,11.4
Western Asia,,2018,11.6
Western Asia,,2019,11.5
Western Asia,,2020,11.6
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2000,14.8
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2001,14.5
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2002,14.1
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2003,13.9
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2004,13.7
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2005,13.6
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2006,13.4
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2007,13.3
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2008,12.8
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2009,12.5
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2010,12.6
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2011,12.4
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2012,12.2
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2013,12.3
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2014,12.5
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2015,12.4
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2016,12.1
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2017,12
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2018,12.2
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2019,12.1
"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",,2020,12.2
Western Europe,,2000,20.6
Western Europe,,2001,20.4
Western Europe,,2002,20
Western Europe,,2003,19.2
Western Europe,,2004,19.2
Western Europe,,2005,18.6
Western Europe,,2006,18.4
Western Europe,,2007,18.3
Western Europe,,2008,17.2
Western Europe,,2009,16.6
Western Europe,,2010,16.2
Western Europe,,2011,16.1
Western Europe,,2012,15.9
Western Europe,,2013,15.6
Western Europe,,2014,15.6
Western Europe,,2015,15.5
Western Europe,,2016,15.4
Western Europe,,2017,15.4
Western Europe,,2018,15.3
Western Europe,,2019,15.2
Western Europe,,2020,15
World,OWID_WRL,2000,15
World,OWID_WRL,2001,14.8
World,OWID_WRL,2002,14.4
World,OWID_WRL,2003,14.3
World,OWID_WRL,2004,14.4
World,OWID_WRL,2005,14.6
World,OWID_WRL,2006,14.8
World,OWID_WRL,2007,15
World,OWID_WRL,2008,14.8
World,OWID_WRL,2009,14.5
World,OWID_WRL,2010,14.5
World,OWID_WRL,2011,14.6
World,OWID_WRL,2012,14.8
World,OWID_WRL,2013,14.7
World,OWID_WRL,2014,14.6
World,OWID_WRL,2015,14.4
World,OWID_WRL,2016,14.2
World,OWID_WRL,2017,14.1
World,OWID_WRL,2018,14
World,OWID_WRL,2019,13.7
World,OWID_WRL,2020,13.1
Yemen,YEM,2004,5.9
Yemen,YEM,2010,6.6
Yemen,YEM,2014,5.5
Zambia,ZMB,2000,2.8
Zambia,ZMB,2005,4
Zambia,ZMB,2008,3.5
Zambia,ZMB,2012,4.1
Zambia,ZMB,2017,7.7
Zambia,ZMB,2018,8.7
Zambia,ZMB,2019,8.1
Zambia,ZMB,2020,8.4
Zimbabwe,ZWE,2004,5.9
Zimbabwe,ZWE,2011,5
Zimbabwe,ZWE,2014,4
Zimbabwe,ZWE,2019,7.6
