Entity,Code,Year,wat_sm
Madagascar,MDG,2007,11.36
Madagascar,MDG,2008,12.14
Madagascar,MDG,2009,12.95
Madagascar,MDG,2010,13.77
Madagascar,MDG,2011,14.62
Madagascar,MDG,2012,15.49
Madagascar,MDG,2013,16.07
Madagascar,MDG,2014,16.66
Madagascar,MDG,2015,17.27
Madagascar,MDG,2016,17.89
Madagascar,MDG,2017,18.53
Madagascar,MDG,2018,19.18
Madagascar,MDG,2019,19.85
Madagascar,MDG,2020,20.54
Malaysia,MYS,2000,92.58
Malaysia,MYS,2001,92.7
Malaysia,MYS,2002,92.76
Malaysia,MYS,2003,92.83
Malaysia,MYS,2004,92.9
Malaysia,MYS,2005,92.97
Malaysia,MYS,2006,93.04
Malaysia,MYS,2007,93.11
Malaysia,MYS,2008,93.18
Malaysia,MYS,2009,93.25
Malaysia,MYS,2010,93.32
Malaysia,MYS,2011,93.37
Malaysia,MYS,2012,93.42
Malaysia,MYS,2013,93.47
Malaysia,MYS,2014,93.52
Malaysia,MYS,2015,93.57
Malaysia,MYS,2016,93.63
Malaysia,MYS,2017,93.68
Malaysia,MYS,2018,93.72
Malaysia,MYS,2019,93.77
Malaysia,MYS,2020,93.82
Malta,MLT,2000,100
Malta,MLT,2001,100
Malta,MLT,2002,100
Malta,MLT,2003,100
Malta,MLT,2004,100
Malta,MLT,2005,100
Malta,MLT,2006,100
Malta,MLT,2007,100
Malta,MLT,2008,100
Malta,MLT,2009,100
Malta,MLT,2010,100
Malta,MLT,2011,100
Malta,MLT,2012,100
Malta,MLT,2013,100
Malta,MLT,2014,100
Malta,MLT,2015,100
Malta,MLT,2016,100
Malta,MLT,2017,100
Malta,MLT,2018,100
Malta,MLT,2019,100
Malta,MLT,2020,100
Martinique,MTQ,2000,99.22
Martinique,MTQ,2001,99.22
Martinique,MTQ,2002,99.22
Martinique,MTQ,2003,99.22
Martinique,MTQ,2004,99.22
Martinique,MTQ,2005,99.22
Martinique,MTQ,2006,99.23
Martinique,MTQ,2007,99.24
Martinique,MTQ,2008,99.22
Martinique,MTQ,2009,99.21
Martinique,MTQ,2010,99.19
Martinique,MTQ,2011,99.17
Martinique,MTQ,2012,99.15
Martinique,MTQ,2013,99.14
Martinique,MTQ,2014,99.12
Martinique,MTQ,2015,99.1
Martinique,MTQ,2016,99.08
Martinique,MTQ,2017,99.06
Martinique,MTQ,2018,99.05
Martinique,MTQ,2019,99.06
Martinique,MTQ,2020,99.06
Mayotte,MYT,2006,79.37
Mayotte,MYT,2007,79.37
Mayotte,MYT,2008,79.37
Mayotte,MYT,2009,79.13
Mayotte,MYT,2010,79.13
Mayotte,MYT,2011,81.47
Mayotte,MYT,2012,83.81
Mayotte,MYT,2013,86.11
Mayotte,MYT,2014,88.35
Mayotte,MYT,2015,90.58
Mayotte,MYT,2016,92.81
Mayotte,MYT,2017,94.49
Mayotte,MYT,2018,94.1
Mayotte,MYT,2019,93.72
Mayotte,MYT,2020,93.45
Mexico,MEX,2000,39.3
Mexico,MEX,2001,39.52
Mexico,MEX,2002,39.73
Mexico,MEX,2003,39.94
Mexico,MEX,2004,40.15
Mexico,MEX,2005,40.36
Mexico,MEX,2006,40.56
Mexico,MEX,2007,40.77
Mexico,MEX,2008,40.97
Mexico,MEX,2009,41.16
Mexico,MEX,2010,41.36
Mexico,MEX,2011,41.56
Mexico,MEX,2012,41.75
Mexico,MEX,2013,41.94
Mexico,MEX,2014,42.13
Mexico,MEX,2015,42.31
Mexico,MEX,2016,42.5
Mexico,MEX,2017,42.68
Mexico,MEX,2018,42.85
Mexico,MEX,2019,42.94
Mexico,MEX,2020,43.03
Moldova,MDA,2000,40.4
Moldova,MDA,2001,42.3
Moldova,MDA,2002,44.25
Moldova,MDA,2003,46.25
Moldova,MDA,2004,48.29
Moldova,MDA,2005,50.46
Moldova,MDA,2006,52.76
Moldova,MDA,2007,55.09
Moldova,MDA,2008,57.44
Moldova,MDA,2009,59.83
Moldova,MDA,2010,62.24
Moldova,MDA,2011,64.69
Moldova,MDA,2012,67.16
Moldova,MDA,2013,69.66
Moldova,MDA,2014,72.2
Moldova,MDA,2015,72.49
Moldova,MDA,2016,72.8
Moldova,MDA,2017,73.11
Moldova,MDA,2018,73.42
Moldova,MDA,2019,73.74
Moldova,MDA,2020,74.07
Monaco,MCO,2000,100
Monaco,MCO,2001,100
Monaco,MCO,2002,100
Monaco,MCO,2003,100
Monaco,MCO,2004,100
Monaco,MCO,2005,100
Monaco,MCO,2006,100
Monaco,MCO,2007,100
Monaco,MCO,2008,100
Monaco,MCO,2009,100
Monaco,MCO,2010,100
Monaco,MCO,2011,100
Monaco,MCO,2012,100
Monaco,MCO,2013,100
Monaco,MCO,2014,100
Monaco,MCO,2015,100
Monaco,MCO,2016,100
Monaco,MCO,2017,100
Monaco,MCO,2018,100
Monaco,MCO,2019,100
Monaco,MCO,2020,100
Mongolia,MNG,2000,20.6
Mongolia,MNG,2001,21.2
Mongolia,MNG,2002,21.81
Mongolia,MNG,2003,22.42
Mongolia,MNG,2004,23.02
Mongolia,MNG,2005,23.63
Mongolia,MNG,2006,24.24
Mongolia,MNG,2007,24.84
Mongolia,MNG,2008,25.44
Mongolia,MNG,2009,26.04
Mongolia,MNG,2010,26.63
Mongolia,MNG,2011,27.04
Mongolia,MNG,2012,27.34
Mongolia,MNG,2013,27.66
Mongolia,MNG,2014,27.98
Mongolia,MNG,2015,28.31
Mongolia,MNG,2016,28.64
Mongolia,MNG,2017,28.98
Mongolia,MNG,2018,29.33
Mongolia,MNG,2019,29.69
Mongolia,MNG,2020,30.06
Montenegro,MNE,2006,83.87
Montenegro,MNE,2007,83.99
Montenegro,MNE,2008,84.08
Montenegro,MNE,2009,84.17
Montenegro,MNE,2010,84.26
Montenegro,MNE,2011,84.35
Montenegro,MNE,2012,84.44
Montenegro,MNE,2013,84.53
Montenegro,MNE,2014,84.62
Montenegro,MNE,2015,84.71
Montenegro,MNE,2016,84.8
Montenegro,MNE,2017,84.89
Montenegro,MNE,2018,84.95
Montenegro,MNE,2019,85.01
Montenegro,MNE,2020,85.07
Morocco,MAR,2000,53.83
Morocco,MAR,2001,54.71
Morocco,MAR,2002,55.59
Morocco,MAR,2003,56.46
Morocco,MAR,2004,57.32
Morocco,MAR,2005,58.3
Morocco,MAR,2006,59.3
Morocco,MAR,2007,60.28
Morocco,MAR,2008,61.25
Morocco,MAR,2009,62.21
Morocco,MAR,2010,64.06
Morocco,MAR,2011,65.93
Morocco,MAR,2012,67.46
Morocco,MAR,2013,68.99
Morocco,MAR,2014,70.53
Morocco,MAR,2015,72.09
Morocco,MAR,2016,73.65
Morocco,MAR,2017,75.22
Morocco,MAR,2018,76.79
Morocco,MAR,2019,78.37
Morocco,MAR,2020,79.95
Myanmar,MMR,2000,27.11
Myanmar,MMR,2001,28.62
Myanmar,MMR,2002,30.17
Myanmar,MMR,2003,31.74
Myanmar,MMR,2004,33.35
Myanmar,MMR,2005,34.99
Myanmar,MMR,2006,36.67
Myanmar,MMR,2007,38.38
Myanmar,MMR,2008,40.12
Myanmar,MMR,2009,41.89
Myanmar,MMR,2010,43.7
Myanmar,MMR,2011,45.34
Myanmar,MMR,2012,46.79
Myanmar,MMR,2013,48.26
Myanmar,MMR,2014,49.76
Myanmar,MMR,2015,51.28
Myanmar,MMR,2016,52.82
Myanmar,MMR,2017,54.38
Myanmar,MMR,2018,55.97
Myanmar,MMR,2019,57.58
Myanmar,MMR,2020,58.83
Nepal,NPL,2000,26.83
Nepal,NPL,2001,27.11
Nepal,NPL,2002,27.35
Nepal,NPL,2003,27.6
Nepal,NPL,2004,27.84
Nepal,NPL,2005,28.08
Nepal,NPL,2006,28.32
Nepal,NPL,2007,28.56
Nepal,NPL,2008,28.8
Nepal,NPL,2009,29.04
Nepal,NPL,2010,29.28
Nepal,NPL,2011,29.52
Nepal,NPL,2012,29.75
Nepal,NPL,2013,28.31
Nepal,NPL,2014,26.85
Nepal,NPL,2015,25.36
Nepal,NPL,2016,23.85
Nepal,NPL,2017,22.32
Nepal,NPL,2018,20.76
Nepal,NPL,2019,19.18
Nepal,NPL,2020,17.58
Netherlands,NLD,2000,99.99
Netherlands,NLD,2001,99.99
Netherlands,NLD,2002,99.99
Netherlands,NLD,2003,99.99
Netherlands,NLD,2004,99.99
Netherlands,NLD,2005,99.99
Netherlands,NLD,2006,99.99
Netherlands,NLD,2007,99.99
Netherlands,NLD,2008,99.98
Netherlands,NLD,2009,99.98
Netherlands,NLD,2010,99.98
Netherlands,NLD,2011,99.98
Netherlands,NLD,2012,99.98
Netherlands,NLD,2013,99.98
Netherlands,NLD,2014,99.98
Netherlands,NLD,2015,99.98
Netherlands,NLD,2016,99.98
Netherlands,NLD,2017,99.98
Netherlands,NLD,2018,99.97
Netherlands,NLD,2019,99.97
Netherlands,NLD,2020,99.97
New Caledonia,NCL,2000,87.04
New Caledonia,NCL,2001,87.04
New Caledonia,NCL,2002,87.04
New Caledonia,NCL,2003,87.71
New Caledonia,NCL,2004,88.37
New Caledonia,NCL,2005,89.04
New Caledonia,NCL,2006,89.71
New Caledonia,NCL,2007,90.38
New Caledonia,NCL,2008,91.05
New Caledonia,NCL,2009,91.73
New Caledonia,NCL,2010,92.4
New Caledonia,NCL,2011,93.08
New Caledonia,NCL,2012,93.76
New Caledonia,NCL,2013,94.45
New Caledonia,NCL,2014,95.13
New Caledonia,NCL,2015,95.5
New Caledonia,NCL,2016,95.73
New Caledonia,NCL,2017,95.96
New Caledonia,NCL,2018,96.18
New Caledonia,NCL,2019,96.41
New Caledonia,NCL,2020,96.64
New Zealand,NZL,2000,82.26
New Zealand,NZL,2001,82.26
New Zealand,NZL,2002,82.26
New Zealand,NZL,2003,82.26
New Zealand,NZL,2004,82.26
New Zealand,NZL,2005,82.26
New Zealand,NZL,2006,83.59
New Zealand,NZL,2007,84.92
New Zealand,NZL,2008,86.24
New Zealand,NZL,2009,87.57
New Zealand,NZL,2010,88.9
New Zealand,NZL,2011,90.23
New Zealand,NZL,2012,91.56
New Zealand,NZL,2013,92.88
New Zealand,NZL,2014,94.21
New Zealand,NZL,2015,95.54
New Zealand,NZL,2016,96.87
New Zealand,NZL,2017,98.2
New Zealand,NZL,2018,99.52
New Zealand,NZL,2019,100
New Zealand,NZL,2020,100
Nicaragua,NIC,2000,47.85
Nicaragua,NIC,2001,47.95
Nicaragua,NIC,2002,48.05
Nicaragua,NIC,2003,48.15
Nicaragua,NIC,2004,48.25
Nicaragua,NIC,2005,48.36
Nicaragua,NIC,2006,48.48
Nicaragua,NIC,2007,48.6
Nicaragua,NIC,2008,49.64
Nicaragua,NIC,2009,50.66
Nicaragua,NIC,2010,51.67
Nicaragua,NIC,2011,52.67
Nicaragua,NIC,2012,53.65
Nicaragua,NIC,2013,54.63
Nicaragua,NIC,2014,55.08
Nicaragua,NIC,2015,55.17
Nicaragua,NIC,2016,55.26
Nicaragua,NIC,2017,55.31
Nicaragua,NIC,2018,55.37
Nicaragua,NIC,2019,55.44
Nicaragua,NIC,2020,55.52
Nigeria,NGA,2000,13.72
Nigeria,NGA,2001,14.17
Nigeria,NGA,2002,14.6
Nigeria,NGA,2003,15.03
Nigeria,NGA,2004,15.46
Nigeria,NGA,2005,15.88
Nigeria,NGA,2006,16.3
Nigeria,NGA,2007,16.71
Nigeria,NGA,2008,17.12
Nigeria,NGA,2009,17.53
Nigeria,NGA,2010,17.93
Nigeria,NGA,2011,18.33
Nigeria,NGA,2012,18.72
Nigeria,NGA,2013,19.11
Nigeria,NGA,2014,19.49
Nigeria,NGA,2015,19.86
Nigeria,NGA,2016,20.23
Nigeria,NGA,2017,20.6
Nigeria,NGA,2018,20.96
Nigeria,NGA,2019,21.32
Nigeria,NGA,2020,21.67
Niue,NIU,2000,98.25
Niue,NIU,2001,98.25
Niue,NIU,2002,98.25
Niue,NIU,2003,98.25
Niue,NIU,2004,98.25
Niue,NIU,2005,98.1
Niue,NIU,2006,97.96
Niue,NIU,2007,97.81
Niue,NIU,2008,97.66
Niue,NIU,2009,97.51
Niue,NIU,2010,97.37
Niue,NIU,2011,97.11
Niue,NIU,2012,96.66
Niue,NIU,2013,96.22
Niue,NIU,2014,95.77
Niue,NIU,2015,95.32
Niue,NIU,2016,94.87
Niue,NIU,2017,94.43
Niue,NIU,2018,93.98
Niue,NIU,2019,93.54
Niue,NIU,2020,93.54
North America and Europe,,2000,90.06
North America and Europe,,2001,90.17
North America and Europe,,2002,90.29
North America and Europe,,2003,90.43
North America and Europe,,2004,90.74
North America and Europe,,2005,93.13
North America and Europe,,2006,93.36
North America and Europe,,2007,93.6
North America and Europe,,2008,93.84
North America and Europe,,2009,94.06
North America and Europe,,2010,94.3
North America and Europe,,2011,94.54
North America and Europe,,2012,94.77
North America and Europe,,2013,94.99
North America and Europe,,2014,95.09
North America and Europe,,2015,95.18
North America and Europe,,2016,95.27
North America and Europe,,2017,95.35
North America and Europe,,2018,95.43
North America and Europe,,2019,95.51
North America and Europe,,2020,95.57
North Korea,PRK,2000,69
North Korea,PRK,2001,69.02
North Korea,PRK,2002,69.04
North Korea,PRK,2003,69.06
North Korea,PRK,2004,69.04
North Korea,PRK,2005,68.83
North Korea,PRK,2006,68.62
North Korea,PRK,2007,68.41
North Korea,PRK,2008,68.21
North Korea,PRK,2009,68.02
North Korea,PRK,2010,67.84
North Korea,PRK,2011,67.66
North Korea,PRK,2012,67.49
North Korea,PRK,2013,67.31
North Korea,PRK,2014,67.13
North Korea,PRK,2015,66.96
North Korea,PRK,2016,66.79
North Korea,PRK,2017,66.63
North Korea,PRK,2018,66.47
North Korea,PRK,2019,66.31
North Korea,PRK,2020,66.38
North Macedonia,MKD,2000,80.46
North Macedonia,MKD,2001,80.43
North Macedonia,MKD,2002,80.41
North Macedonia,MKD,2003,80.39
North Macedonia,MKD,2004,80.37
North Macedonia,MKD,2005,80.35
North Macedonia,MKD,2006,80.34
North Macedonia,MKD,2007,80.33
North Macedonia,MKD,2008,80.32
North Macedonia,MKD,2009,80.31
North Macedonia,MKD,2010,80.31
North Macedonia,MKD,2011,80.31
North Macedonia,MKD,2012,80.32
North Macedonia,MKD,2013,80.32
North Macedonia,MKD,2014,80.34
North Macedonia,MKD,2015,80.35
North Macedonia,MKD,2016,79.14
North Macedonia,MKD,2017,77.93
North Macedonia,MKD,2018,76.74
North Macedonia,MKD,2019,76.78
North Macedonia,MKD,2020,76.83
Northern Mariana Islands,MNP,2000,82.03
Northern Mariana Islands,MNP,2001,82.2
Northern Mariana Islands,MNP,2002,82.38
Northern Mariana Islands,MNP,2003,82.56
Northern Mariana Islands,MNP,2004,83.12
Northern Mariana Islands,MNP,2005,83.69
Northern Mariana Islands,MNP,2006,84.26
Northern Mariana Islands,MNP,2007,84.82
Northern Mariana Islands,MNP,2008,85.39
Northern Mariana Islands,MNP,2009,85.97
Northern Mariana Islands,MNP,2010,86.54
Northern Mariana Islands,MNP,2011,87.12
Northern Mariana Islands,MNP,2012,87.69
Northern Mariana Islands,MNP,2013,88.27
Northern Mariana Islands,MNP,2014,88.85
Northern Mariana Islands,MNP,2015,89.43
Northern Mariana Islands,MNP,2016,89.85
Northern Mariana Islands,MNP,2017,90.24
Northern Mariana Islands,MNP,2018,90.64
Northern Mariana Islands,MNP,2019,90.64
Northern Mariana Islands,MNP,2020,90.53
Norway,NOR,2000,100
Norway,NOR,2001,100
Norway,NOR,2002,100
Norway,NOR,2003,99.92
Norway,NOR,2004,99.85
Norway,NOR,2005,99.77
Norway,NOR,2006,99.7
Norway,NOR,2007,99.62
Norway,NOR,2008,99.55
Norway,NOR,2009,99.47
Norway,NOR,2010,99.4
Norway,NOR,2011,99.32
Norway,NOR,2012,99.24
Norway,NOR,2013,99.17
Norway,NOR,2014,99.09
Norway,NOR,2015,99.02
Norway,NOR,2016,98.94
Norway,NOR,2017,98.87
Norway,NOR,2018,98.79
Norway,NOR,2019,98.72
Norway,NOR,2020,98.64
Oman,OMN,2000,83.9
Oman,OMN,2001,83.89
Oman,OMN,2002,83.89
Oman,OMN,2003,83.88
Oman,OMN,2004,83.96
Oman,OMN,2005,84.33
Oman,OMN,2006,84.69
Oman,OMN,2007,85.05
Oman,OMN,2008,85.41
Oman,OMN,2009,85.76
Oman,OMN,2010,86.11
Oman,OMN,2011,86.57
Oman,OMN,2012,87.1
Oman,OMN,2013,87.61
Oman,OMN,2014,88.1
Oman,OMN,2015,88.58
Oman,OMN,2016,89.04
Oman,OMN,2017,89.47
Oman,OMN,2018,89.89
Oman,OMN,2019,90.27
Oman,OMN,2020,90.56
Pakistan,PAK,2000,37.46
Pakistan,PAK,2001,37.56
Pakistan,PAK,2002,37.66
Pakistan,PAK,2003,37.75
Pakistan,PAK,2004,37.85
Pakistan,PAK,2005,37.71
Pakistan,PAK,2006,37.58
Pakistan,PAK,2007,37.44
Pakistan,PAK,2008,37.29
Pakistan,PAK,2009,37.14
Pakistan,PAK,2010,37
Pakistan,PAK,2011,36.84
Pakistan,PAK,2012,36.69
Pakistan,PAK,2013,36.53
Pakistan,PAK,2014,36.37
Pakistan,PAK,2015,36.2
Pakistan,PAK,2016,36.03
Pakistan,PAK,2017,35.86
Pakistan,PAK,2018,35.69
Pakistan,PAK,2019,35.76
Pakistan,PAK,2020,35.84
Palau,PLW,2000,63.69
Palau,PLW,2001,65.11
Palau,PLW,2002,66.52
Palau,PLW,2003,67.93
Palau,PLW,2004,69.54
Palau,PLW,2005,71.15
Palau,PLW,2006,72.76
Palau,PLW,2007,74.38
Palau,PLW,2008,76.01
Palau,PLW,2009,77.65
Palau,PLW,2010,79.29
Palau,PLW,2011,80.93
Palau,PLW,2012,82.58
Palau,PLW,2013,84.24
Palau,PLW,2014,85.9
Palau,PLW,2015,87.56
Palau,PLW,2016,89.23
Palau,PLW,2017,90.89
Palau,PLW,2018,91.04
Palau,PLW,2019,91.18
Palau,PLW,2020,91.31
Palestine,PSE,2000,73.14
Palestine,PSE,2001,73.47
Palestine,PSE,2002,73.8
Palestine,PSE,2003,74.13
Palestine,PSE,2004,74.46
Palestine,PSE,2005,74.79
Palestine,PSE,2006,75.12
Palestine,PSE,2007,75.45
Palestine,PSE,2008,75.78
Palestine,PSE,2009,76.11
Palestine,PSE,2010,76.43
Palestine,PSE,2011,76.76
Palestine,PSE,2012,77.09
Palestine,PSE,2013,77.42
Palestine,PSE,2014,77.74
Palestine,PSE,2015,78.07
Palestine,PSE,2016,78.4
Palestine,PSE,2017,78.72
Palestine,PSE,2018,79.05
Palestine,PSE,2019,79.37
Palestine,PSE,2020,79.7
Paraguay,PRY,2000,49.51
Paraguay,PRY,2001,50.52
Paraguay,PRY,2002,51.52
Paraguay,PRY,2003,52.41
Paraguay,PRY,2004,53.27
Paraguay,PRY,2005,54.12
Paraguay,PRY,2006,54.97
Paraguay,PRY,2007,55.81
Paraguay,PRY,2008,56.64
Paraguay,PRY,2009,57.47
Paraguay,PRY,2010,58.29
Paraguay,PRY,2011,59.1
Paraguay,PRY,2012,59.9
Paraguay,PRY,2013,60.68
Paraguay,PRY,2014,61.46
Paraguay,PRY,2015,62.23
Paraguay,PRY,2016,63
Paraguay,PRY,2017,63.75
Paraguay,PRY,2018,63.96
Paraguay,PRY,2019,64.02
Paraguay,PRY,2020,64.08
Peru,PER,2000,45
Peru,PER,2001,45.38
Peru,PER,2002,45.77
Peru,PER,2003,46.15
Peru,PER,2004,46.52
Peru,PER,2005,46.89
Peru,PER,2006,47.26
Peru,PER,2007,47.63
Peru,PER,2008,47.94
Peru,PER,2009,48.22
Peru,PER,2010,48.5
Peru,PER,2011,48.78
Peru,PER,2012,49.06
Peru,PER,2013,49.34
Peru,PER,2014,49.62
Peru,PER,2015,49.89
Peru,PER,2016,50.17
Peru,PER,2017,50.44
Peru,PER,2018,50.71
Peru,PER,2019,50.99
Peru,PER,2020,51.26
Philippines,PHL,2000,36.27
Philippines,PHL,2001,36.37
Philippines,PHL,2002,38.44
Philippines,PHL,2003,40.53
Philippines,PHL,2004,42.65
Philippines,PHL,2005,44.23
Philippines,PHL,2006,44.68
Philippines,PHL,2007,44.82
Philippines,PHL,2008,44.96
Philippines,PHL,2009,45.1
Philippines,PHL,2010,45.25
Philippines,PHL,2011,45.47
Philippines,PHL,2012,45.69
Philippines,PHL,2013,45.91
Philippines,PHL,2014,46.12
Philippines,PHL,2015,46.34
Philippines,PHL,2016,46.56
Philippines,PHL,2017,46.78
Philippines,PHL,2018,47
Philippines,PHL,2019,47.23
Philippines,PHL,2020,47.46
Poland,POL,2005,91.02
Poland,POL,2006,91.4
Poland,POL,2007,91.78
Poland,POL,2008,92.16
Poland,POL,2009,92.54
Poland,POL,2010,93.1
Poland,POL,2011,93.66
Poland,POL,2012,94.23
Poland,POL,2013,94.8
Poland,POL,2014,95.38
Poland,POL,2015,95.97
Poland,POL,2016,96.56
Poland,POL,2017,97.16
Poland,POL,2018,97.76
Poland,POL,2019,98.33
Poland,POL,2020,98.33
Portugal,PRT,2000,93.23
Portugal,PRT,2001,93.38
Portugal,PRT,2002,93.52
Portugal,PRT,2003,93.66
Portugal,PRT,2004,93.81
Portugal,PRT,2005,93.95
Portugal,PRT,2006,94.09
Portugal,PRT,2007,94.24
Portugal,PRT,2008,94.38
Portugal,PRT,2009,94.53
Portugal,PRT,2010,94.75
Portugal,PRT,2011,94.97
Portugal,PRT,2012,95.19
Portugal,PRT,2013,95.29
Portugal,PRT,2014,95.33
Portugal,PRT,2015,95.35
Portugal,PRT,2016,95.36
Portugal,PRT,2017,95.36
Portugal,PRT,2018,95.36
Portugal,PRT,2019,95.36
Portugal,PRT,2020,95.35
Puerto Rico,PRI,2000,75.13
Puerto Rico,PRI,2001,75.25
Puerto Rico,PRI,2002,75.36
Puerto Rico,PRI,2003,75.47
Puerto Rico,PRI,2004,75.59
Puerto Rico,PRI,2005,75.7
Puerto Rico,PRI,2006,75.82
Puerto Rico,PRI,2007,75.93
Puerto Rico,PRI,2008,76.04
Puerto Rico,PRI,2009,78.83
Puerto Rico,PRI,2010,81.63
Puerto Rico,PRI,2011,84.43
Puerto Rico,PRI,2012,87.25
Puerto Rico,PRI,2013,90.07
Puerto Rico,PRI,2014,92.9
Puerto Rico,PRI,2015,95.73
Puerto Rico,PRI,2016,98.58
Puerto Rico,PRI,2017,99.45
Puerto Rico,PRI,2018,99.73
Puerto Rico,PRI,2019,99.86
Puerto Rico,PRI,2020,99.86
Qatar,QAT,2000,96.6
Qatar,QAT,2001,96.6
Qatar,QAT,2002,96.6
Qatar,QAT,2003,96.6
Qatar,QAT,2004,96.6
Qatar,QAT,2005,96.6
Qatar,QAT,2006,96.6
Qatar,QAT,2007,96.6
Qatar,QAT,2008,96.6
Qatar,QAT,2009,96.6
Qatar,QAT,2010,96.6
Qatar,QAT,2011,96.54
Qatar,QAT,2012,96.48
Qatar,QAT,2013,96.42
Qatar,QAT,2014,96.36
Qatar,QAT,2015,96.3
Qatar,QAT,2016,96.24
Qatar,QAT,2017,96.18
Qatar,QAT,2018,96.18
Qatar,QAT,2019,96.18
Qatar,QAT,2020,96.18
Reunion,REU,2000,98.89
Reunion,REU,2001,98.89
Reunion,REU,2002,98.89
Reunion,REU,2003,98.89
Reunion,REU,2004,98.89
Reunion,REU,2005,98.89
Reunion,REU,2006,98.91
Reunion,REU,2007,98.94
Reunion,REU,2008,98.97
Reunion,REU,2009,98.99
Reunion,REU,2010,99.02
Reunion,REU,2011,98.55
Reunion,REU,2012,98.09
Reunion,REU,2013,97.62
Reunion,REU,2014,97.16
Reunion,REU,2015,96.69
Reunion,REU,2016,96.22
Reunion,REU,2017,95.76
Reunion,REU,2018,95.29
Reunion,REU,2019,94.81
Reunion,REU,2020,94.32
Romania,ROU,2000,81.65
Romania,ROU,2001,81.61
Romania,ROU,2002,81.59
Romania,ROU,2003,81.63
Romania,ROU,2004,81.66
Romania,ROU,2005,81.7
Romania,ROU,2006,81.74
Romania,ROU,2007,81.77
Romania,ROU,2008,81.81
Romania,ROU,2009,81.85
Romania,ROU,2010,81.89
Romania,ROU,2011,81.92
Romania,ROU,2012,81.93
Romania,ROU,2013,81.92
Romania,ROU,2014,81.91
Romania,ROU,2015,81.9
Romania,ROU,2016,81.91
Romania,ROU,2017,81.92
Romania,ROU,2018,81.93
Romania,ROU,2019,81.96
Romania,ROU,2020,81.99
Russia,RUS,2000,74.71
Russia,RUS,2001,74.7
Russia,RUS,2002,74.76
Russia,RUS,2003,74.82
Russia,RUS,2004,74.89
Russia,RUS,2005,74.95
Russia,RUS,2006,75.02
Russia,RUS,2007,75.09
Russia,RUS,2008,75.15
Russia,RUS,2009,75.22
Russia,RUS,2010,75.29
Russia,RUS,2011,75.35
Russia,RUS,2012,75.42
Russia,RUS,2013,75.49
Russia,RUS,2014,75.57
Russia,RUS,2015,75.65
Russia,RUS,2016,75.74
Russia,RUS,2017,75.82
Russia,RUS,2018,75.91
Russia,RUS,2019,76.01
Russia,RUS,2020,76.1
Rwanda,RWA,2000,3.99
Rwanda,RWA,2001,4.53
Rwanda,RWA,2002,5.11
Rwanda,RWA,2003,5.49
Rwanda,RWA,2004,5.85
Rwanda,RWA,2005,6.21
Rwanda,RWA,2006,6.57
Rwanda,RWA,2007,6.95
Rwanda,RWA,2008,7.33
Rwanda,RWA,2009,7.71
Rwanda,RWA,2010,8.11
Rwanda,RWA,2011,8.5
Rwanda,RWA,2012,8.91
Rwanda,RWA,2013,9.32
Rwanda,RWA,2014,9.74
Rwanda,RWA,2015,10.18
Rwanda,RWA,2016,10.63
Rwanda,RWA,2017,11.09
Rwanda,RWA,2018,11.56
Rwanda,RWA,2019,12.05
Rwanda,RWA,2020,12.1
Saint Barthelemy,,2000,99.03
Saint Barthelemy,,2001,99.03
Saint Barthelemy,,2002,99.03
Saint Barthelemy,,2003,99.03
Saint Barthelemy,,2004,99.03
Saint Barthelemy,,2005,99.11
Saint Barthelemy,,2006,99.2
Saint Barthelemy,,2007,99.28
Saint Barthelemy,,2008,99.36
Saint Barthelemy,,2009,99.45
Saint Barthelemy,,2010,99.53
Saint Barthelemy,,2011,99.61
Saint Barthelemy,,2012,99.7
Saint Barthelemy,,2013,99.78
Saint Barthelemy,,2014,99.86
Saint Barthelemy,,2015,99.95
Saint Barthelemy,,2016,100
Saint Barthelemy,,2017,100
Saint Barthelemy,,2018,100
Saint Barthelemy,,2019,100
Saint Barthelemy,,2020,100
Saint Helena,SHN,2002,88.69
Saint Helena,SHN,2003,88.69
Saint Helena,SHN,2004,88.69
Saint Helena,SHN,2005,88.69
Saint Helena,SHN,2006,88.69
Saint Helena,SHN,2007,88.73
Saint Helena,SHN,2008,88.78
Saint Helena,SHN,2009,88.82
Saint Helena,SHN,2010,88.87
Saint Helena,SHN,2011,88.91
Saint Helena,SHN,2012,88.96
Saint Helena,SHN,2013,89
Saint Helena,SHN,2014,89.05
Saint Helena,SHN,2015,89.09
Saint Helena,SHN,2016,89.14
Saint Helena,SHN,2017,89.18
Saint Helena,SHN,2018,89.23
Saint Helena,SHN,2019,89.23
Saint Helena,SHN,2020,89.23
Saint Martin (French part),MAF,2000,96.7
Saint Martin (French part),MAF,2001,96.7
Saint Martin (French part),MAF,2002,96.7
Saint Martin (French part),MAF,2003,96.7
Saint Martin (French part),MAF,2004,96.7
Saint Martin (French part),MAF,2005,96.7
Saint Martin (French part),MAF,2006,96.7
Saint Martin (French part),MAF,2007,96.7
Saint Martin (French part),MAF,2008,96.7
Saint Martin (French part),MAF,2009,96.7
Saint Martin (French part),MAF,2010,96.7
Saint Martin (French part),MAF,2011,96.7
Saint Martin (French part),MAF,2012,96.7
Saint Martin (French part),MAF,2013,96.7
Saint Martin (French part),MAF,2014,96.7
Saint Martin (French part),MAF,2015,96.7
